notes,has_complication,ssn,hospital
normal risk,False,570-17-4844,AZ
high risk,False,880-65-0721,AZ
high risk,False,143-53-4487,AZ
normal risk,True,886-42-3286,AZ
high risk,False,186-18-1574,AK
high risk,False,295-24-1449,AZ
high risk,False,658-16-1505,AL
high risk,False,788-72-9440,AK
high risk,True,850-04-5928,AZ
high risk,False,801-64-6555,AL
high risk,False,102-02-2555,AL
high risk,False,625-04-5249,AL
normal risk,True,178-91-3548,AZ
high risk,False,650-24-6423,AL
high risk,False,831-70-3554,AZ
high risk,False,714-35-5375,AK
high risk,True,365-19-5251,AZ
high risk,False,564-60-5410,AR
high risk,False,014-80-0142,AR
high risk,True,376-14-2813,AK
high risk,False,064-48-9329,AK
high risk,False,106-48-1911,AR
high risk,True,106-16-3725,AL
high risk,False,617-38-6118,AL
high risk,True,028-05-2667,AZ
normal risk,False,683-91-2136,AZ
high risk,True,197-62-6156,AR
normal risk,True,712-90-7465,AL
high risk,False,035-40-9736,AK
normal risk,False,104-32-3481,AK
normal risk,False,089-10-2382,AZ
high risk,True,309-06-3956,AR
high risk,False,803-05-6043,AZ
normal risk,False,277-35-3157,AL
normal risk,True,778-76-6073,AL
high risk,True,184-15-3988,AL
high risk,False,509-77-2009,AL
high risk,False,022-26-0879,AK
normal risk,True,586-62-3952,AL
normal risk,False,044-18-6623,AZ
normal risk,False,337-05-5948,AZ
high risk,True,864-47-8518,AL
high risk,False,528-97-4558,AR
high risk,True,405-51-5835,AZ
normal risk,False,516-74-3101,AR
high risk,False,180-81-9283,AL
high risk,False,479-82-3674,AZ
high risk,True,699-78-8248,AK
high risk,False,477-98-6778,AL
normal risk,False,604-27-0117,AZ
high risk,True,898-34-5500,AL
high risk,False,732-57-6157,AZ
high risk,True,352-76-7225,AL
high risk,True,151-32-8433,AK
high risk,False,587-73-2924,AK
normal risk,True,254-08-9515,AL
normal risk,False,525-96-2752,AK
normal risk,False,021-93-6542,AL
high risk,True,392-68-2985,AR
high risk,False,317-13-5398,AR
high risk,False,775-13-5485,AK
high risk,False,696-32-7999,AK
high risk,False,551-73-9420,AL
high risk,True,077-29-1478,AK
normal risk,False,061-57-2237,AR
high risk,False,113-28-0987,AZ
normal risk,False,414-06-9175,AL
high risk,True,366-63-2272,AL
high risk,False,315-63-3810,AZ
high risk,False,831-11-9922,AL
normal risk,False,066-50-5414,AZ
high risk,True,165-94-7812,AR
high risk,False,212-82-9285,AR
normal risk,False,701-16-5426,AZ
normal risk,False,797-61-0888,AL
high risk,False,881-17-8604,AL
normal risk,True,019-41-9067,AL
high risk,True,246-48-9092,AK
high risk,True,503-94-1049,AL
high risk,False,820-05-9787,AK
high risk,False,727-64-1025,AL
normal risk,False,559-85-7355,AK
high risk,False,510-72-4872,AL
normal risk,False,377-79-5433,AR
normal risk,False,421-23-0500,AK
high risk,False,618-75-0659,AL
high risk,True,213-03-5921,AR
normal risk,False,185-15-5440,AZ
normal risk,False,362-34-7301,AR
high risk,False,594-49-9546,AR
high risk,False,821-62-5225,AK
high risk,False,378-50-2896,AL
normal risk,False,672-20-7078,AK
normal risk,False,895-54-4669,AZ
normal risk,False,610-78-8981,AR
high risk,False,097-96-8833,AZ
high risk,True,895-74-9449,AL
normal risk,True,734-30-2611,AZ
high risk,True,227-15-1400,AK
high risk,True,651-25-8165,AK
high risk,False,310-23-6319,AK
high risk,True,153-08-9706,AK
high risk,False,405-56-1145,AL
normal risk,False,010-45-7182,AK
normal risk,False,852-58-9106,AR
high risk,False,640-72-1980,AK
high risk,False,739-03-1131,AZ
high risk,False,634-81-3208,AK
normal risk,False,179-85-2962,AL
high risk,False,304-04-2563,AK
normal risk,False,600-72-1415,AK
high risk,False,550-39-6727,AK
high risk,True,139-01-1090,AK
high risk,False,578-30-6941,AZ
normal risk,False,220-08-5906,AR
high risk,False,836-42-9464,AR
normal risk,True,844-66-7597,AL
normal risk,True,521-96-3021,AL
high risk,False,704-69-6360,AR
high risk,True,837-67-0007,AK
high risk,False,104-83-6322,AK
high risk,True,641-77-5892,AK
high risk,False,630-15-8621,AZ
high risk,False,292-51-3066,AK
high risk,False,752-75-3901,AK
normal risk,False,118-18-2387,AZ
high risk,True,416-55-8372,AR
high risk,False,247-41-9711,AZ
high risk,False,085-98-2857,AK
high risk,True,017-58-0721,AL
normal risk,True,673-14-8483,AZ
high risk,True,311-20-8988,AZ
high risk,False,817-76-1365,AZ
high risk,False,667-39-0411,AL
high risk,False,209-42-3196,AL
high risk,False,062-18-4429,AL
high risk,False,606-18-8634,AL
normal risk,False,232-51-3366,AK
high risk,False,247-20-7179,AR
high risk,False,544-52-8974,AK
normal risk,False,353-13-6597,AL
high risk,True,381-84-2382,AK
high risk,False,820-03-4229,AR
high risk,False,038-60-2679,AK
high risk,False,187-77-7938,AK
high risk,True,264-21-2770,AZ
high risk,False,277-12-7705,AZ
high risk,False,584-51-3925,AZ
normal risk,True,677-79-2331,AZ
normal risk,False,169-60-0973,AR
high risk,True,693-42-6793,AL
high risk,False,544-24-6704,AR
high risk,False,754-38-6590,AR
high risk,True,089-33-4756,AL
normal risk,False,326-46-6804,AL
normal risk,False,080-53-9762,AR
normal risk,True,315-75-2411,AR
high risk,False,068-85-5031,AK
normal risk,False,583-40-4550,AL
high risk,False,304-38-2968,AZ
high risk,False,150-86-6448,AR
normal risk,True,419-59-9591,AK
high risk,False,456-01-3098,AL
high risk,False,580-45-1218,AZ
high risk,False,681-98-7557,AR
high risk,True,871-96-3199,AZ
high risk,False,328-37-1366,AK
high risk,False,753-37-9246,AK
normal risk,False,029-90-0276,AK
high risk,False,781-12-7005,AK
high risk,False,191-28-8830,AL
normal risk,False,600-36-0020,AR
high risk,False,012-64-9914,AL
normal risk,False,499-90-2361,AL
normal risk,True,291-97-1033,AR
high risk,False,597-78-5675,AL
high risk,False,719-27-5642,AK
normal risk,False,300-44-3589,AZ
normal risk,False,115-78-7857,AR
normal risk,True,303-36-4389,AR
high risk,True,745-98-8528,AZ
high risk,False,130-28-7837,AK
high risk,False,699-63-9890,AZ
high risk,False,082-84-2336,AL
normal risk,False,756-91-6886,AK
normal risk,True,593-73-2783,AR
high risk,False,520-01-2532,AL
high risk,False,460-93-4077,AZ
high risk,True,793-12-2960,AR
normal risk,False,195-12-2944,AZ
normal risk,False,772-94-2650,AK
normal risk,False,096-69-0974,AL
normal risk,True,072-82-8977,AR
high risk,False,298-05-9101,AL
high risk,False,555-74-3239,AR
high risk,True,760-25-5599,AK
high risk,False,630-46-1043,AR
high risk,False,718-64-9021,AL
high risk,False,300-05-8862,AR
high risk,False,844-01-3503,AK
high risk,False,192-15-9437,AR
high risk,True,462-36-7464,AL
normal risk,True,620-07-0278,AR
normal risk,True,814-31-6640,AL
high risk,False,438-09-7804,AL
high risk,True,409-03-2403,AK
high risk,False,312-35-1610,AL
high risk,True,380-27-6549,AZ
high risk,False,472-22-6400,AZ
high risk,False,895-67-8314,AL
high risk,True,818-53-0116,AK
high risk,False,038-07-9678,AZ
high risk,False,782-87-0114,AL
high risk,False,229-95-3895,AL
high risk,False,747-93-6844,AK
high risk,True,047-40-0178,AK
high risk,True,466-87-9426,AZ
normal risk,False,730-44-2637,AR
normal risk,False,217-65-8608,AL
high risk,False,115-63-2924,AR
high risk,False,511-34-4338,AK
high risk,False,716-91-9055,AL
high risk,False,316-27-3235,AL
high risk,True,199-44-1120,AK
normal risk,False,659-66-0209,AZ
high risk,True,725-22-3010,AZ
high risk,False,634-07-4943,AK
high risk,True,086-90-4194,AL
normal risk,False,164-51-5506,AZ
normal risk,False,570-87-8727,AZ
normal risk,False,762-58-1149,AZ
high risk,False,048-50-8542,AK
high risk,False,804-55-8121,AR
normal risk,False,766-57-0998,AL
normal risk,True,542-22-6273,AK
high risk,False,368-20-6020,AL
high risk,False,638-47-0296,AK
normal risk,False,882-14-8210,AK
normal risk,False,500-36-1785,AZ
high risk,False,225-58-5290,AK
high risk,True,866-44-5697,AZ
high risk,False,637-23-4709,AK
high risk,False,067-81-7083,AK
normal risk,False,211-40-3749,AR
high risk,False,272-60-7706,AK
normal risk,True,636-36-1774,AR
high risk,False,574-12-8755,AL
high risk,False,203-07-9323,AL
high risk,False,176-71-2130,AR
high risk,True,394-03-5381,AZ
high risk,False,677-73-1981,AZ
normal risk,True,650-79-5758,AZ
high risk,False,581-38-0513,AR
normal risk,False,341-60-9753,AL
high risk,False,530-37-6827,AZ
normal risk,True,793-98-3186,AL
normal risk,True,667-78-9625,AK
normal risk,False,876-32-9672,AK
normal risk,False,845-56-4232,AZ
high risk,True,444-14-6411,AZ
high risk,False,891-29-6847,AL
high risk,False,162-74-2480,AK
normal risk,True,436-49-0454,AZ
high risk,False,300-34-5259,AZ
normal risk,False,716-06-5673,AZ
high risk,True,285-25-4500,AL
high risk,False,100-92-6428,AK
high risk,True,482-32-1875,AR
high risk,False,012-20-8867,AR
normal risk,False,123-74-3734,AR
high risk,False,730-52-8249,AZ
high risk,True,239-02-0686,AL
normal risk,False,277-51-5121,AL
high risk,False,840-01-6213,AR
normal risk,False,683-86-8683,AR
normal risk,False,254-44-5625,AK
normal risk,False,511-91-7207,AK
normal risk,False,842-64-9080,AZ
high risk,False,205-48-4647,AR
high risk,False,579-30-0653,AK
high risk,True,517-28-7033,AK
normal risk,False,290-50-2268,AR
normal risk,False,067-17-0944,AR
high risk,False,689-96-0138,AK
normal risk,False,592-10-9062,AR
high risk,False,169-56-9338,AZ
high risk,True,760-96-0405,AZ
high risk,False,600-73-3834,AL
high risk,False,189-79-1503,AK
high risk,False,171-22-3189,AZ
high risk,False,854-80-5822,AZ
normal risk,False,781-13-4971,AZ
high risk,False,598-58-5157,AZ
high risk,False,390-51-5312,AL
high risk,True,260-34-7466,AL
high risk,False,724-90-0915,AK
high risk,True,531-56-1382,AL
normal risk,False,398-03-9560,AL
high risk,False,870-86-1819,AK
high risk,False,487-26-5728,AZ
high risk,True,235-22-6333,AL
high risk,False,191-11-4786,AR
high risk,False,372-55-9515,AZ
high risk,False,549-77-7644,AL
high risk,False,160-12-2798,AR
high risk,False,318-17-3300,AL
high risk,False,899-36-2275,AK
high risk,False,155-01-6338,AL
high risk,False,563-84-1030,AR
normal risk,False,146-05-6670,AZ
normal risk,False,321-91-4918,AZ
normal risk,False,628-16-5647,AK
high risk,False,306-84-2734,AK
high risk,False,836-59-1464,AL
high risk,False,523-90-5488,AZ
high risk,True,327-24-1786,AZ
normal risk,False,126-17-9698,AL
high risk,False,471-10-4128,AK
high risk,False,573-44-7673,AL
high risk,False,572-91-8910,AZ
high risk,False,474-10-1674,AK
normal risk,False,297-83-4667,AL
high risk,False,062-58-9712,AR
normal risk,True,256-11-2646,AK
high risk,False,584-45-4420,AR
high risk,False,384-37-5732,AK
normal risk,True,547-25-9112,AZ
high risk,False,155-78-5640,AR
high risk,True,197-14-5525,AR
normal risk,True,585-51-4964,AK
high risk,False,765-58-0812,AL
high risk,False,641-95-2719,AZ
high risk,False,654-13-3829,AR
high risk,False,079-66-2851,AR
high risk,True,047-82-4119,AZ
high risk,False,669-96-8509,AZ
high risk,False,181-60-4481,AR
normal risk,True,577-72-3731,AK
high risk,False,211-35-7473,AK
high risk,True,692-42-2268,AZ
high risk,False,025-16-7705,AK
high risk,False,437-04-4061,AR
high risk,False,255-04-7575,AL
high risk,False,607-30-0231,AR
high risk,False,011-51-6856,AL
high risk,False,614-74-1023,AK
high risk,True,274-41-7726,AZ
high risk,False,680-17-8812,AK
high risk,True,491-09-5023,AR
normal risk,True,842-34-6348,AK
high risk,False,527-63-6682,AK
high risk,False,486-32-0215,AR
normal risk,False,480-73-1816,AL
normal risk,False,799-84-1394,AK
high risk,False,786-94-4632,AL
high risk,False,414-39-2583,AR
high risk,False,336-43-3894,AL
normal risk,True,828-52-4003,AZ
normal risk,False,745-46-2650,AZ
normal risk,True,509-62-5521,AZ
high risk,False,790-54-5213,AZ
high risk,False,600-51-1373,AR
normal risk,False,617-01-9937,AL
high risk,False,308-03-4799,AZ
high risk,False,527-87-7889,AL
normal risk,False,625-27-2151,AZ
high risk,False,718-34-9886,AR
high risk,False,340-23-7709,AR
high risk,False,515-06-9873,AL
high risk,False,006-32-0288,AZ
high risk,False,039-91-2948,AR
high risk,False,053-44-8140,AK
high risk,True,361-52-9152,AR
high risk,False,147-93-0807,AR
high risk,True,168-60-6099,AL
high risk,True,135-03-3116,AK
high risk,True,663-23-2824,AK
high risk,False,851-29-7958,AL
normal risk,False,518-12-9982,AZ
normal risk,False,118-38-8141,AL
high risk,False,582-25-5243,AL
high risk,False,345-94-0410,AR
high risk,False,263-28-9876,AR
normal risk,True,279-64-9291,AR
high risk,False,394-25-9574,AR
high risk,True,205-78-8322,AL
normal risk,True,175-85-8823,AK
high risk,False,110-23-5469,AZ
high risk,False,206-45-1897,AZ
high risk,False,628-22-3339,AK
normal risk,False,833-36-9613,AK
high risk,False,092-58-7201,AR
high risk,True,836-24-8841,AK
high risk,False,631-14-2094,AZ
normal risk,False,488-29-1665,AK
normal risk,False,078-76-2650,AL
high risk,False,493-55-0336,AL
high risk,False,554-30-5216,AR
high risk,False,011-24-1846,AR
normal risk,False,805-29-6276,AR
high risk,True,789-20-5953,AL
high risk,False,208-05-6240,AK
high risk,False,523-54-7475,AL
high risk,False,810-47-3470,AL
high risk,False,563-70-4113,AK
normal risk,False,635-57-7129,AK
normal risk,False,217-19-9174,AR
high risk,False,548-46-5814,AL
high risk,False,496-57-7432,AL
high risk,False,122-56-3081,AL
high risk,False,783-93-2319,AK
normal risk,True,888-12-6197,AL
high risk,True,535-38-5115,AK
normal risk,False,360-41-9915,AL
high risk,False,375-87-5721,AZ
high risk,True,778-06-6477,AZ
normal risk,False,515-78-4283,AZ
high risk,False,227-72-0464,AL
high risk,True,828-82-9102,AR
high risk,True,040-39-2899,AZ
normal risk,False,307-86-9107,AL
high risk,False,111-02-8091,AL
high risk,False,170-24-6470,AR
high risk,False,624-99-2557,AZ
high risk,False,392-33-7683,AK
normal risk,False,551-26-5347,AK
high risk,False,671-39-0246,AK
normal risk,False,640-34-4223,AL
high risk,False,472-30-2960,AZ
normal risk,False,779-68-3037,AL
normal risk,False,268-59-2132,AL
high risk,False,714-91-1782,AR
high risk,False,332-02-0981,AK
high risk,False,029-74-4957,AL
high risk,False,778-07-6979,AK
high risk,False,454-12-0324,AL
high risk,False,044-42-3368,AL
high risk,False,642-50-3067,AL
normal risk,False,824-82-1386,AZ
normal risk,False,893-83-6788,AL
high risk,False,431-78-1281,AZ
normal risk,True,383-36-0639,AK
high risk,False,664-53-9802,AZ
high risk,False,259-68-6184,AK
high risk,True,819-72-9703,AK
normal risk,True,879-22-4682,AL
normal risk,False,091-09-9909,AR
normal risk,False,132-87-3579,AR
high risk,False,160-10-4848,AK
normal risk,False,220-70-4758,AZ
high risk,False,473-98-9934,AZ
normal risk,False,147-70-2702,AL
high risk,False,738-84-9875,AK
high risk,False,096-74-9985,AZ
normal risk,False,126-31-5067,AZ
high risk,False,725-58-2140,AR
normal risk,True,898-45-3440,AZ
high risk,True,352-48-6142,AK
normal risk,False,293-13-0478,AL
high risk,False,850-02-1086,AL
high risk,True,125-80-6427,AL
high risk,True,711-54-7297,AK
high risk,False,377-15-4716,AK
high risk,False,420-32-6478,AZ
normal risk,False,659-90-7862,AZ
high risk,False,855-53-1417,AR
high risk,False,788-27-3688,AZ
normal risk,False,236-85-6951,AZ
normal risk,False,037-71-0736,AR
high risk,True,316-06-5474,AL
high risk,True,227-61-8257,AK
high risk,False,495-33-9090,AZ
high risk,False,203-55-0130,AK
high risk,False,055-89-6309,AR
high risk,True,243-53-9134,AZ
high risk,False,773-74-2805,AZ
high risk,True,315-23-0826,AZ
high risk,True,874-83-9856,AR
high risk,False,016-66-8817,AK
high risk,False,280-66-3526,AK
high risk,False,584-24-8384,AL
normal risk,False,897-91-3185,AR
high risk,True,895-04-0156,AL
normal risk,True,441-67-2446,AK
normal risk,False,253-13-7812,AK
high risk,False,430-46-2180,AZ
normal risk,True,390-65-0082,AR
normal risk,False,829-22-8578,AZ
high risk,False,629-42-3989,AR
high risk,True,468-51-2045,AZ
normal risk,False,299-84-7476,AL
normal risk,True,667-98-3586,AL
normal risk,True,304-15-1918,AZ
normal risk,False,092-30-5772,AK
normal risk,False,750-17-4621,AR
high risk,False,684-89-3547,AZ
normal risk,False,604-76-8720,AK
normal risk,False,788-75-0864,AK
normal risk,True,499-21-6699,AK
high risk,True,147-04-3832,AL
high risk,False,123-13-5375,AZ
high risk,False,444-78-7150,AL
high risk,False,683-32-1116,AZ
high risk,True,850-53-0073,AL
high risk,False,604-17-1348,AK
normal risk,False,138-02-4731,AZ
high risk,False,407-23-0641,AK
high risk,False,817-41-9639,AZ
high risk,False,720-06-1155,AK
normal risk,False,344-59-6551,AR
normal risk,True,245-71-2799,AR
normal risk,False,736-52-5861,AL
high risk,True,560-28-8441,AK
normal risk,True,448-81-4765,AR
high risk,False,840-02-3205,AK
normal risk,False,272-87-6857,AZ
high risk,False,063-48-7448,AZ
high risk,True,661-86-4312,AR
high risk,False,569-87-4994,AL
high risk,False,304-80-8657,AR
high risk,False,803-02-9149,AL
high risk,False,506-58-0481,AK
normal risk,True,739-80-8672,AR
normal risk,False,502-99-1170,AL
high risk,False,032-52-6401,AK
high risk,False,409-94-1099,AR
normal risk,False,053-82-1585,AL
high risk,False,256-15-6831,AL
normal risk,False,601-76-9206,AR
high risk,False,784-81-7392,AK
high risk,False,543-02-1664,AL
high risk,True,763-13-1985,AZ
high risk,False,226-67-6459,AZ
high risk,False,290-12-6410,AK
high risk,False,051-29-2146,AL
high risk,True,573-87-6990,AR
high risk,False,746-77-6960,AL
high risk,False,101-92-0337,AZ
high risk,False,716-38-1755,AL
high risk,False,638-82-8174,AZ
normal risk,False,576-22-1482,AR
high risk,False,410-53-1728,AL
normal risk,False,766-69-1202,AZ
high risk,False,083-05-9909,AR
high risk,False,587-82-3321,AR
high risk,False,729-73-7173,AZ
high risk,True,102-68-6607,AL
high risk,False,241-23-7047,AL
high risk,False,706-01-9911,AR
high risk,False,226-75-1918,AK
normal risk,False,502-03-3147,AL
normal risk,False,556-22-7893,AZ
normal risk,False,009-03-2252,AL
normal risk,False,390-99-5737,AK
high risk,False,530-96-4059,AZ
high risk,True,285-66-3781,AZ
normal risk,False,556-49-1407,AR
high risk,False,506-07-2445,AK
high risk,True,391-64-5849,AK
high risk,False,578-71-0625,AK
normal risk,False,443-62-6364,AL
normal risk,False,145-41-6864,AL
high risk,False,311-36-8987,AR
normal risk,False,639-56-5910,AK
high risk,False,268-68-9337,AL
normal risk,False,518-27-1628,AZ
high risk,False,282-43-9973,AK
high risk,False,286-44-7129,AK
high risk,True,453-05-0857,AZ
high risk,False,142-71-6017,AR
high risk,True,302-02-5257,AK
high risk,True,684-20-0866,AR
high risk,True,674-84-1606,AK
high risk,True,438-39-1765,AL
high risk,True,806-25-6578,AZ
high risk,False,713-23-4335,AL
high risk,False,038-35-4351,AK
high risk,True,795-94-3828,AK
high risk,False,453-22-5059,AZ
normal risk,True,304-14-8246,AR
high risk,False,792-54-3640,AR
high risk,True,056-06-4940,AL
high risk,False,549-04-3262,AR
normal risk,False,632-87-4220,AR
high risk,False,774-78-7286,AR
high risk,True,727-83-4698,AZ
high risk,False,264-68-5970,AZ
high risk,False,547-84-5617,AR
normal risk,False,553-52-6578,AR
high risk,False,264-74-6212,AK
high risk,True,846-07-2927,AK
